title,rating,image,price,In The Box,Model Name,Color,SIM Type,Touchscreen,Quick Charging,Display Size,Resolution,GPU,Operating System,Processor Brand,Processor Type,Processor Core,Primary Clock Speed,Internal Storage,RAM,Expandable Storage,Primary Camera,Secondary Camera,HD Recording,Video Recording Resolution,Network Type,Battery Capacity,Battery Type,Warranty Summary,JAVA Support
"itel A70 | 5000 mAh Battery |13MP Dual Rear Camera | Type C Charging (Brilliant Gold, 64 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/t/x/5/a70-a665l-itel-original-imagx8mg6mtzgeec.jpeg?q=70&crop=false,"₹7,299","Handset, Charger, Plastic case, USB cable, Warranty Card, User Manual",A70 | 5000 mAh Battery |13MP Dual Rear Camera | Type C Charging,Brilliant Gold,Dual Sim,Yes,,16.66 cm (6.56 inch),1612x720,,Android 13 Go,Unisoc,,Octa Core,1.8 GHz,64 GB,4 GB,,13MP Rear Camera,,,,4G VOLTE,5000 mAh,,1 year manufacturer Warranty,
"REDMI Note 13 5G (Arctic White, 128 GB)  (6 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/g/l/j/-original-imagzrfwkeu2zazh.jpeg?q=70&crop=false,"₹20,999","Handset,USB OTG Adapter, SIM Tray Ejector, Phone Case, USB Cable",Note 13 5G,Arctic White,Dual Sim,Yes,,16.94 cm (6.67 inch),1080x2400$$ Pixels,,Android 13,Mediatek,,Octa Core,2.4 GHz,128 GB,6 GB,,108MP Rear Camera,,,,5G,5000 mAh,,1 Year Brand Warranty,
"REDMI 12 (Moonstone Silver, 128 GB)  (6 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/k/j/n/-original-imags37gyajqxkgp.jpeg?q=70&crop=false,"₹15,999","Handset, 22.5W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card",12,Moonstone Silver,Dual Sim,Yes,Yes,17.25 cm (6.79 inch),2460 x 1080 Pixels,ARM Mali-G52 MC2,Android 13,Mediatek,Helio G88,Octa Core,2 GHz,128 GB,6 GB,1 TB,50MP + 8MP + 2MP,8MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,
"POCO C55 (Power Black, 64 GB)  (4 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70&crop=false,"₹11,999","Handset, 10W Charger, Micro USB Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",C55,Power Black,Dual Sim,Yes,Yes,17.04 cm (6.71 inch),1650 x 720 Pixels,Arm Mali-G52 MC2 (at 1 GHz),Android 12,Mediatek,Mediatek Helio G85,Octa Core,2 GHz,64 GB,4 GB,1 TB,50MP Dual Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"Tecno Spark 20 (Gravity Black, 256 GB)  (8 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/n/l/2/spark-20-kj5-tecno-original-imahyqnjxvfeaduu.jpeg?q=70&crop=false,"₹13,999",Handset | USB Cable | Charger | SIM Ejector Pin | Warranty Card | User Guide | Plastic Case,Spark 20,Gravity Black,Dual Sim,Yes,No,16.66 cm (6.56 inch),1612x720$$ pixels,Mali-G52 MC2,Android Android 13,Mediatek,Mediatek MT6769Z Helio G85,Octa Core,2 GHz,256 GB,8 GB,1 TB,50MP Rear Camera,32MP Front Camera,,,"4G VOLTE, 4G",5000 mAh,Li-Polymer,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
Cellecor X3  (Grey),3.7,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/b/d/g/x3-x3-cellecor-original-imagzyhjdd4wgrtg.jpeg?q=70&crop=false,"₹1,749","HEADSET, BATTERY, CHARGER",X3,Grey,Dual Sim,No,Yes,4.57 cm (1.8 inch),128 x 160$$Pixels,,,,,,1.5 MHz,32 MB,32 MB,32 GB,0.3MP Rear Camera,,,,2G,1000 mAh,,1 Year Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase.,
"REDMI 13C 5G (Startrail Green, 128 GB)  (6 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/h/v/h/-original-imahfkf6brqzpg76.jpeg?q=70&crop=false,"₹15,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",13C 5G,Startrail Green,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G57 MC2,Android 13,Mediatek,Mediatek Dimensity 6100+,Octa Core,2.2 GHz,128 GB,6 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps)| Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","5G, 4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"REDMI 13C 5G (Starlight Black, 128 GB)  (6 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/g/q/5/-original-imahfkf6jcuhhzyb.jpeg?q=70&crop=false,"₹15,999","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",13C 5G,Starlight Black,Dual Sim,Yes,Yes,17.12 cm (6.74 inch),1650 x 720 Pixels,Arm Mali-G57 MC2,Android 13,Mediatek,Mediatek Dimensity 6100+,Octa Core,2.2 GHz,128 GB,6 GB,1 TB,50MP Rear Camera,5MP Front Camera,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps)| Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","5G, 4G VOLTE, 4G, 3G, 2G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"vivo T2x 5G (Aurora Gold, 128 GB)  (8 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70&crop=false,"₹20,999","Handset, USB Power Adapter, USB Cable, Sim Eject Tool, Phone Case, Protective Film (Applied), Documentation",T2x 5G,Aurora Gold,Dual Sim,Yes,Yes,16.71 cm (6.58 inch),2408 x 1080 Pixels,,Android 13,Mediatek,Mediatek Dimensity 6020,Octa Core,2.2 GHz,128 GB,8 GB,,50MP + 2MP,8MP Front Camera,,,"5G, 4G, 3G",5000 mAh,Lithium,1 Year of Device & 6 Months for Inbox Accessories,
"Nothing Phone (2a) 5G (Black, 256 GB)  (8 GB RAM)",4.4,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/h/i/x/-original-imagyr3vfpqrpkbv.jpeg?q=70&crop=false,"₹27,999","Handset, Nothing Cable (C-C), Screen Protector (Pre Applied), Sim Tray Ejector, Safety Information and Warranty Card",Phone (2a) 5G,Black,Dual Sim,Yes,Yes,17.02 cm (6.7 inch),2412 x 1084 Pixels,Mali G610 MC4,Android 14,Mediatek,Dimensity 7200 Pro,Octa Core,2.8 GHz,256 GB,8 GB,,50MP (OIS) + 50MP,32MP Front Camera,Yes,"Rear Camera: Main Camera (4K (at 30 fps), 1080p (at 30 fps), 1080p (at 60 fps), 1080p (at 120 fps)), Ultra Wide Camera (4K (at 30 fps), 1080p (at 30 fps), 1080p (at 60 fps)) | Front Camera: 1080p (at 30 fps), 1080p (at 60 fps)","5G, 4G, 3G, 2G",5000 mAh,Lithium Ion,1 Year Manufacturing Warranty,
"Apple iPhone 15 (Black, 128 GB)",4.6,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/h/d/9/-original-imagtc2qzgnnuhxh.jpeg?q=70&crop=false,"₹79,900","Handset, USB C Charge Cable (1m), Documentation",iPhone 15,Black,Dual Sim(Nano + eSIM),Yes,,15.49 cm (6.1 inch),2556 x 1179 Pixels,5 Core,iOS 17,Apple,"A16 Bionic Chip, 6 Core Processor",Hexa Core,,128 GB,,,48MP + 12MP,12MP Front Camera,Yes,"Rear Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps), 720P (at 30 fps) | Front Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps)","5G, 4G VOLTE, 4G, 3G, 2G",,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,
"Nothing Phone (2a) 5G (White, 128 GB)  (8 GB RAM)",4.4,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/q/y/m/-original-imagz7f9hzrahd2z.jpeg?q=70&crop=false,"₹25,999","Handset, Nothing Cable (C-C), Screen Protector (Pre Applied), Sim Tray Ejector, Safety Information and Warranty Card",Phone (2a) 5G,White,Dual Sim,Yes,Yes,17.02 cm (6.7 inch),2412 x 1084 Pixels,Mali G610 MC4,Android 14,Mediatek,Dimensity 7200 Pro,Octa Core,2.8 GHz,128 GB,8 GB,,50MP (OIS) + 50MP,32MP Front Camera,Yes,"Rear Camera: Main Camera (4K (at 30 fps), 1080p (at 30 fps), 1080p (at 60 fps), 1080p (at 120 fps)), Ultra Wide Camera (4K (at 30 fps), 1080p (at 30 fps), 1080p (at 60 fps)) | Front Camera: 1080p (at 30 fps), 1080p (at 60 fps)","5G, 4G, 3G, 2G",5000 mAh,Lithium Ion,1 Year Manufacturing Warranty,
"Nothing Phone (2a) 5G (Black, 128 GB)  (8 GB RAM)",4.4,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/h/i/x/-original-imagyr3vfpqrpkbv.jpeg?q=70&crop=false,"₹25,999","Handset, Nothing Cable (C-C), Screen Protector (Pre Applied), Sim Tray Ejector, Safety Information and Warranty Card",Phone (2a) 5G,Black,Dual Sim,Yes,Yes,17.02 cm (6.7 inch),2412 x 1084 Pixels,Mali G610 MC4,Android 14,Mediatek,Dimensity 7200 Pro,Octa Core,2.8 GHz,128 GB,8 GB,,50MP (OIS) + 50MP,32MP Front Camera,Yes,"Rear Camera: Main Camera (4K (at 30 fps), 1080p (at 30 fps), 1080p (at 60 fps), 1080p (at 120 fps)), Ultra Wide Camera (4K (at 30 fps), 1080p (at 30 fps), 1080p (at 60 fps)) | Front Camera: 1080p (at 30 fps), 1080p (at 60 fps)","5G, 4G, 3G, 2G",5000 mAh,Lithium Ion,1 Year Manufacturing Warranty,
"Apple iPhone 14 Plus ((PRODUCT)RED, 128 GB)",4.6,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/a/h/7/-original-imaghx9qaepzajta.jpeg?q=70&crop=false,"₹79,900","Handset, USB-C to Lightning Cable, Documentation",iPhone 14 Plus,(PRODUCT)RED,Dual Sim(Nano + eSIM),Yes,,17.02 cm (6.7 inch),2778 x 1284 Pixels,5 Core,iOS 16,Apple,"A15 Bionic Chip, 6 Core Processor",Hexa Core,,128 GB,,,12MP + 12MP,12MP Front Camera,Yes,"Rear Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps), 720P (at 30 fps) | Front Camera: 4K (at 24 fps/ 25 fps/ 30 fps/ 60 fps), 1080P (at 120 fps/60 fps/30 fps/ 25 fps)","5G, 4G VOLTE, 4G, 3G, 2G",,,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,
"REDMI Note 13 5G (Stealth Black, 256 GB)  (8 GB RAM)",4.1,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/4/7/c/-original-imagzrfwawrb9fzx.jpeg?q=70&crop=false,"₹22,999","Handset,USB OTG Adapter, SIM Tray Ejector, Phone Case, USB Cable",Note 13 5G,Stealth Black,Dual Sim,Yes,,16.94 cm (6.67 inch),1080x2400$$ Pixels,,Android 13,Mediatek,,Octa Core,2.4 GHz,256 GB,8 GB,,108MP Rear Camera,,,,5G,5000 mAh,,1 Year Brand Warranty,
"itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support (Crystal Blue, 32 GB)  (2 GB RAM)",4.1,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/r/p/k/aura-05i-leather-finish-4000-mah-battery-type-c-charging-support-original-imagvnu9sbzczyx8.jpeg?q=70&crop=false,"₹6,799","Handset, Charger ,Cable,USB Cable,Plastics Case,Ejector tool,Warranty Card",Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support,Crystal Blue,Dual Sim,Yes,Yes,16.94 cm (6.67 inch),720 x 1612,IMG8322,Android 13 Go,Unisoc,Unisoc SC9863A1,,1.6 GHz,32 GB,2 GB,128 GB,5MP + 0.3MP,2MP Front Camera,Yes,720p,4G,4000 mAh,Li-Po,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,Yes
"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)  (6 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/k/2/x/-original-imagtyxg7mdjhfqm.jpeg?q=70&crop=false,"₹18,490","Handset, Type-C Data Cable, Quick Start Guide, Sim Ejection Pin",Galaxy F14 5G,B.A.E. Purple,Dual Sim,Yes,,16.76 cm (6.6 inch),2408 x 1080 Pixels,ARM Mali G68 MP2,Android 13,Exynos,"Exynos 1330, Octa Core",Octa Core,2.4 GHz,128 GB,6 GB,1 TB,50MP + 2MP,13MP Front Camera,Yes,FHD (1920 x 1080),"2G, 3G, 4G, 5G",6000 mAh,Lithium Ion,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,
"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)  (6 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/g/n/k/-original-imagtyxb86ddjhzh.jpeg?q=70&crop=false,"₹18,490","Handset, Type-C Data Cable, Quick Start Guide, Sim Ejection Pin",Galaxy F14 5G,GOAT Green,Dual Sim,Yes,,16.76 cm (6.6 inch),2408 x 1080 Pixels,ARM Mali G68 MP2,Android 13,Exynos,"Exynos 1330, Octa Core",Octa Core,2.4 GHz,128 GB,6 GB,1 TB,50MP + 2MP,13MP Front Camera,Yes,FHD (1920 x 1080),"2G, 3G, 4G, 5G",6000 mAh,Lithium Ion,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,
"Nothing Phone (2a) 5G (White, 256 GB)  (8 GB RAM)",4.4,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/q/y/m/-original-imagz7f9hzrahd2z.jpeg?q=70&crop=false,"₹27,999","Handset, Nothing Cable (C-C), Screen Protector (Pre Applied), Sim Tray Ejector, Safety Information and Warranty Card",Phone (2a) 5G,White,Dual Sim,Yes,Yes,17.02 cm (6.7 inch),2412 x 1084 Pixels,Mali G610 MC4,Android 14,Mediatek,Dimensity 7200 Pro,Octa Core,2.8 GHz,256 GB,8 GB,,50MP (OIS) + 50MP,32MP Front Camera,Yes,"Rear Camera: Main Camera (4K (at 30 fps), 1080p (at 30 fps), 1080p (at 60 fps), 1080p (at 120 fps)), Ultra Wide Camera (4K (at 30 fps), 1080p (at 30 fps), 1080p (at 60 fps)) | Front Camera: 1080p (at 30 fps), 1080p (at 60 fps)","5G, 4G, 3G, 2G",5000 mAh,Lithium Ion,1 Year Manufacturing Warranty,
itel Magic X Pro 4G| 2500mAh Big Battery| Expandable Storage upto 64GB  (Blue),3.9,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/h/g/e/magic-x-pro-4g-2500mah-big-battery-expandable-storage-upto-64gb-original-imahyxzgfkny4cw9.jpeg?q=70&crop=false,"₹3,199","Contains Device, Adaptor, Battery, Earphone",Magic X Pro 4G| 2500mAh Big Battery| Expandable Storage upto 64GB,Blue,Dual Sim,No,No,6.1 cm (2.4 inch),320 x 240 Pixels,,RTOS,,,,1 GHz,128 MB,64 MB,,0.3MP Rear Camera,,,,4G,2500 mAh,,2 years warranty on mobile device & 6 months on accessories.,
"REDMI Note 13 5G (Stealth Black, 256 GB)  (12 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/4/7/c/-original-imagzrfwawrb9fzx.jpeg?q=70&crop=false,"₹24,999","Handset,USB OTG Adapter, SIM Tray Ejector, Phone Case, USB Cable",Note 13 5G,Stealth Black,Dual Sim,Yes,,16.94 cm (6.67 inch),1080x2400$$ Pixels,,Android 13,Mediatek,,Octa Core,2.4 GHz,256 GB,12 GB,,108MP Rear Camera,,,,5G,5000 mAh,,1 Year Brand Warranty,
"Nothing Phone (2a) 5G (Blue, 256 GB)  (12 GB RAM)",4.4,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/z/g/z/-original-imahfptqbnyebxjg.jpeg?q=70&crop=false,"₹29,999","Handset, Nothing Cable (C-C), Screen Protector (Pre Applied), Sim Tray Ejector, Safety Information and Warranty Card",Phone (2a) 5G,Blue,Dual Sim,Yes,Yes,17.02 cm (6.7 inch),2412 x 1084 Pixels,Mali G610 MC4,Android 14,Mediatek,Dimensity 7200 Pro,Octa Core,2.8 GHz,256 GB,12 GB,,50MP (OIS) + 50MP,32MP Front Camera,Yes,"Rear Camera: Main Camera (4K (at 30 fps), 1080p (at 30 fps), 1080p (at 60 fps), 1080p (at 120 fps)), Ultra Wide Camera (4K (at 30 fps), 1080p (at 30 fps), 1080p (at 60 fps)) | Front Camera: 1080p (at 30 fps), 1080p (at 60 fps)","5G, 4G, 3G, 2G",5000 mAh,Lithium Ion,1 Year Manufacturing Warranty,
SAMSUNG GT 1200 R/I/M  (Black),3.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/q/2/6/gt-1200-r-i-m-na-samsung-original-imagzh9xn9gdekyz.jpeg?q=70&crop=false,"₹1,999",,GT 1200 R/I/M,Black,Single Sim,,,cm,,,,,,,,,,,,,No,,,,Li-Ion,1 Year Manufacturer Warranty,
"Tecno Spark 20 (Cyber White, 256 GB)  (8 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/4/z/u/spark-20-kj5-tecno-original-imahyxusqjdsfedh.jpeg?q=70&crop=false,"₹13,999",Handset | USB Cable | Charger | SIM Ejector Pin | Warranty Card | User Guide | Plastic Case,Spark 20,Cyber White,Dual Sim,Yes,,16.66 cm (6.56 inch),1612x720$$ pixels,Mali-G52 MC2,Android Android 13,Mediatek,Mediatek MT6769Z Helio G85,Octa Core,2 GHz,256 GB,8 GB,1 TB,50MP Rear Camera,32MP Front Camera,,,"4G VOLTE, 4G",5000 mAh,Li-Polymer,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
"realme 12+ 5G (Pioneer Green, 128 GB)  (8 GB RAM)",4.3,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/e/w/x/-original-imagyzwyyzavhgfe.jpeg?q=70&crop=false,"₹23,999","Handset, Adapter, USB Cable, Important Info Booklet with Warranty Card, Quick Guide, Sim Card Tool, Screen Protect Film, TPU Case",12+ 5G,Pioneer Green,Dual Sim,Yes,Yes,16.94 cm (6.67 inch),2400 x 1080 Pixels,ARM Mali-G68 MC4,Android 14,Mediatek,Dimensity 7050,Octa Core,2.6 GHz,128 GB,8 GB,2 TB,50MP + 8MP + 2MP,16MP Front Camera,Yes,"Rear Camera: Primary Camera (720p (at 30 fps/at 60 fps), 1080p (at 30 fps/at 60 fps), 4K (at 30 fps)), Wide Camera (1080p (at 30 fps), 720p (at 30 fps), Slo-Mo Video: 720p (at 240 fps), 720p (At 960 fps), 1080p (at 120 fps), 1080p (at 480 fps))| Front Camera: 720p (at 30 fps), 1080p (at 30 fps)","5G, 4G VOLTE, 4G, 3G, 2G",5000 mAh,,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4.4,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/g/i/n/-original-imagzhspjy5g8nh3.jpeg?q=70&crop=false,"₹41,999","Handset, 125W TurboPower Charger, USB Type-C to USB Type-C Cable, Guides, Sim Tool, Protective Case, Protective Film",Edge 50 Pro 5G,Luxe Lavender,Dual Sim,Yes,Yes,17.02 cm (6.7 inch),2712 x 1220 Pixels,,Android 14,Snapdragon,7 Gen 3 Mobile Platform,Octa Core,2.63 GHz,256 GB,12 GB,,50MP + 13MP + 10MP,50MP Front Camera,Yes,"Rear Camera: Main Camera [4K UHD (at 30 fps), FHD (at 60 fps/at 30 fps), 4K UHD HDR10+ (at 30 fps), FHD HDR10+ (at 30 fps W/EIS), Slow Motion: FHD (at 240 fps/at 120 fps)], Ultrawide/Macro Camera [4K UHD (at 30 fps), FHD (at 30 fps)], Rear Telephoto Camera [4K UHD (at 30 fps), FHD (at 60 fps/at 30 fps)]","2G, 3G, 4G, 5G",4500 mAh,,1 Year on Handset and 6 Months on Accessories,
"POCO X6 Pro 5G (Racing Grey, 256 GB)  (8 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/q/z/q/-original-imagwzrjvypwnjzr.jpeg?q=70&crop=false,"₹30,999","Handset, 67W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card",X6 Pro 5G,Racing Grey,Dual Sim,Yes,Yes,16.94 cm (6.67 inch),2712 x 1220 Pixels,Arm Mali-G615,Android 14,Mediatek,Dimensity D8300 Ultra,Octa Core,3.35 GHz,256 GB,8 GB,,64MP + 8MP + 2MP,16MP Front Camera,Yes,"Rear Camera: 4K (at 30 fps/ at 24 fps),1080p (at 60 fps/ at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 60 fps/at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE, 5G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"OnePlus 11R 5G (Sonic Black, 128 GB)  (8 GB RAM)",4.5,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/6/x/a/11r-5g-5011102525-oneplus-original-imagn3afeqfr6acy.jpeg?q=70&crop=false,"₹39,999","Phone, Data cable, SIM ejector tool, Protective case, Quick Guide",11R 5G,Sonic Black,Dual Sim,Yes,,17.02 cm (6.7 inch),2772x1240 Pixels,,Android Oxygen OxygenOS based on Android 13,Snapdragon,,Octa Core,3.2 GHz,128 GB,8 GB,,50MP Rear Camera,,,,5G,5000 mAh,,Domestic warranty of 12 months on phone & 6 months on accessories,
Nokia TA-1304/105 SS  (Black),4.2,https://rukminim2.flixcart.com/image/416/416/jyxaw7k0/mobile/m/y/s/nokia-ta-1010-nokia-105-ta-1010-nokia-105-original-imaffmvuffbavrqg.jpeg?q=70&crop=false,"₹1,599","User Manual, Charger, Handset, Battery",TA-1304/105 SS,Black,Single Sim,No,,4.5 cm (1.77 inch),No,,,,,,,4 MB,4 MB,,,,,,2G,800 mAh,,No care warranty,
Micromax S213  (Blue),3.9,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/l/a/d/s213-s213-micromax-original-imagxc4hyjjbn3ew.jpeg?q=70&crop=false,"₹1,699","1 Mobile, 1 Battery, 1 Charger, 1 User Manual",S213,Blue,Dual Sim,No,,6.1 cm (2.4 inch),240x320,,,Mediatek,,Single Core,1.2 MHz,32 MB,32 MB,,0.08MP Rear Camera,,,,2G,2500 mAh,,One Year Manufacturer Warranty,
TARA MOBILE T5  (32 MB RAM),3.7,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/9/w/n/t5-t5-tara-mobile-original-imahyc2naxnkbefv.jpeg?q=70&crop=false,₹999,"1 unit of handset , battery and charger",T5,Black,Dual Sim,No,,4.5 cm (1.77 inch),1080 x 720 pixels,,,Spreadtrum,,,1 MHz,32 MB,32 MB,,0.3MP Rear Camera,,,,2G,1000 mAh,,1 Month Manufacturer Warranty,
TARA MOBILE T5  (32 MB RAM),3.7,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/c/z/u/t5-t5-tara-mobile-original-imahyc2hbzzwmwgf.jpeg?q=70&crop=false,₹999,"1 Unit Of Handset, Battery and Charger",T5,Red,Dual Sim,No,,4.5 cm (1.77 inch),1080 x 1200 pixels,,,Spreadtrum,,,1 MHz,32 MB,32 MB,,0.3MP Rear Camera,,,,2G,1000 mAh,,1 Month Manufacturer Warranty,
"POCO X6 5G (Mirror Black, 256 GB)  (8 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/w/b/6/-original-imagwzrgzcm2cnz6.jpeg?q=70&crop=false,"₹24,999","Handset, 67W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card",X6 5G,Mirror Black,Dual Sim,Yes,Yes,16.94 cm (6.67 inch),2712 x 1220 Pixels,Adreno GPU A710,Android 13,Snapdragon,7s Gen 2 Mobile Platform 5G,Octa Core,2.4 GHz,256 GB,8 GB,,64MP + 8MP + 2MP,16MP Front Camera,Yes,"Rear Camera: 4K (at 30 fps), 1080p (at 60 fps/at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 60 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE, 5G",5100 mAh,Lithium-ion Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
"POCO X6 Neo 5G (Horizon Blue, 128 GB)  (8 GB RAM)",4.2,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/p/r/q/x6-neo-5g-mzb0ggrin-poco-original-imagyxngnrhzx96z.jpeg?q=70&crop=false,"₹19,999","Handset, 33W Charger, USB Type-C Cable, Sim Eject Tool, Protective Case, Quick Start Guide, Warranty Card",X6 Neo 5G,Horizon Blue,Dual Sim,Yes,Yes,16.94 cm (6.67 inch),2400 x 1080 Pixels,ARM Mali-G57 MC2,Android 13,Mediatek,Dimensity 6080,Octa Core,2.4 GHz,128 GB,8 GB,1 TB,108MP + 2MP,16MP Front Camera,Yes,"Rear Camera: Main Camera: 1080p (at 30 fps), 720p at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)","2G, 3G, 4G, 4G VOLTE, 5G",5000 mAh,Lithium Polymer,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,
LAVA A1 josh Bol  (Blue Silver L),4.1,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/2/m/w/a1-josh-bol-lf1008-lava-original-imahyutghhczw5nv.jpeg?q=70&crop=false,"₹1,249","Handset, Battery, Charger",A1 josh Bol,Blue Silver L,Dual Sim,No,No,4.5 cm (1.77 inch),160 x 128,,,,,,,0 MB,,32 GB,,,No,,2G,1000 mAh,Removable,No Warranty,No
Micromax S213  (Purple),3.9,https://rukminim2.flixcart.com/image/416/416/xif0q/mobile/x/7/o/s213-s213-micromax-original-imagxc4hxdshh6sh.jpeg?q=70&crop=false,"₹1,699","1 Mobile, 1 Battery, 1 Charger, 1 User Manual",S213,Purple,Dual Sim,No,,6.1 cm (2.4 inch),240x320,,,Mediatek,,Single Core,1.2 MHz,32 MB,32 MB,,0.08MP Rear Camera,,,,2G,2500 mAh,,One Year Manufacturer Warranty,
